epoch,train_loss,train_eval_loss,train_eval_acc,test_loss,test_acc,acc_gap,loss_gap,lr,epoch_time_sec,best_test_acc_so_far
51,0.5471610202609251,0.0002315525524894113,1.0,0.655036290610345,0.8692959582790091,0.13070404172099093,0.6548047380578556,9.276795373176216e-07,100.36653447151184,0.8699478487614081
52,0.5473190639168024,0.00023100775338802393,1.0,0.66257702853909,0.8666883963494133,0.1333116036505867,0.6623460207857019,8.349115835858595e-07,100.30168032646179,0.8699478487614081
53,0.5462557817033181,0.0002559154430725741,1.0,0.651654355310408,0.8686440677966102,0.1313559322033898,0.6513984398673355,7.514204252272735e-07,100.37861824035645,0.8699478487614081
54,0.5438040003646165,0.0002491468024139465,1.0,0.6589210613735,0.8683181225554107,0.13168187744458926,0.6586719145710861,6.762783827045463e-07,100.23372149467468,0.8699478487614081
55,0.5438692612418284,0.00019595020721929757,1.0,0.6395193544315892,0.8663624511082139,0.13363754889178614,0.63932340422437,6.086505444340916e-07,100.36677241325378,0.8699478487614081
56,0.546012538097178,0.00023093286976738625,1.0,0.6668076487233824,0.8657105606258149,0.13428943937418514,0.666576715853615,5.477854899906825e-07,100.29881381988525,0.8699478487614081
57,0.5454913974584391,0.00023346181011992448,1.0,0.6686080461853029,0.8666883963494133,0.1333116036505867,0.6683745843751829,4.930069409916142e-07,100.18694829940796,0.8699478487614081
58,0.5491414947900921,0.00019427558914486553,1.0,0.6615183063089111,0.8660365058670143,0.1339634941329857,0.6613240307197662,4.437062468924528e-07,100.10271906852722,0.8699478487614081
59,0.5502425462473184,0.00022117825400750726,1.0,0.6477452758626896,0.8683181225554107,0.13168187744458926,0.6475240976086821,3.993356222032075e-07,100.10150337219238,0.8699478487614081
60,0.5441161113946388,0.00021140143119972402,1.0,0.6537985650162833,0.8650586701434159,0.13494132985658414,0.6535871635850836,3.5940205998288677e-07,100.09284543991089,0.8699478487614081
